"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-盈餘轉增資配股(元/股)","股票股利-資本公積轉增資配股(元/股)","股票股利-除權交易日","現金股利-盈餘分配之股東現金股利(元/股)","現金股利-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","公告日期","公告時間","普通股每股面額"
"2027","大成鋼","104","2016/08/03",0.3000090100,0.0,"2016/07/28",0.0,0.50001502,"2016/07/28","2016/08/26",0,0.000000000,0.00,"2016/07/12","17:34:49","新台幣                 10.0000元"
"2029","盛餘","104","2016/07/25","","","",1.00000000,0.0,"2016/07/19","2016/08/15","","","","2016/06/27","16:55:33","新台幣                 10.0000元"
"2031","新光鋼","104","2016/07/18","","","",0.0,0.60000000,"2016/07/12","2016/08/10","","","","2016/06/16","11:46:47","新台幣                 10.0000元"
"2032","新鋼工業","104","2016/07/03","","","",0.20000000,0.0,"2016/06/27","2016/07/22","","","","2016/06/08","17:27:44","新台幣                 10.0000元"
"2034","允強","104","2016/07/25",0.5000000040,0.5000000040,"2016/07/19",1.00000000,0.0,"2016/07/19","2016/08/31",0,0.000000000,0.00,"2016/07/04","11:03:50","新台幣                 10.0000元"
"2049","上銀科技","104","2016/09/03",0.2000000000,0.0,"2016/08/26",2.10000000,0.0,"2016/08/26","2016/09/14",0,0.000000000,0.00,"2016/08/11","17:11:01","新台幣                 10.0000元"
"2059","川湖","104","2016/09/04","","","",10.10000000,0.0,"2016/08/29","2016/09/30","","","","2016/08/11","15:34:30","新台幣                 10.0000元"
"2062","橋椿","104","2016/10/12","","","",1.00000000,0.0,"2016/10/06","2016/10/28","","","","2016/09/09","09:40:39","新台幣                 10.0000元"
"2069","運錩","104","2016/09/08","","","",0.60000000,0.0,"2016/09/01","2016/09/30","","","","2016/08/15","17:47:16","新台幣                 10.0000元"
"2101","南港輪胎","104","2016/07/18","","","",0.08067719,0.12101578,"2016/07/12","2016/07/26","","","","2016/07/07","14:54:08","新台幣                 10.0000元"
"2102","泰豐輪胎","104","2016/08/08",0.2000000000,0.0,"2016/08/02",0.20000000,0.0,"2016/08/02","2016/09/22",0,0.000000000,0.00,"2016/07/18","16:33:03","新台幣                 10.0000元"
"2103","台橡","104","2016/08/31","","","",1.06000000,0.0,"2016/08/25","2016/09/23","","","","2016/08/09","12:03:34","新台幣                 10.0000元"
"2104","中橡","104","2016/07/27","","","",1.15000000,0.0,"2016/07/21","2016/08/19","","","","2016/07/05","15:38:31","新台幣                 10.0000元"
"2105","正新","104","2016/07/29","","","",3.00000000,0.0,"2016/07/21","2016/08/25","","","","2016/07/05","15:54:29","新台幣                 10.0000元"
"2106","建大","104","2016/09/06",0.2000513200,0.0,"2016/08/31",2.20000000,0.0,"2016/08/31","2016/10/05",0,0.000000000,0.00,"2016/08/11","10:11:51","新台幣                 10.0000元"
"2107","厚生","104","2016/07/05","","","",0.86533353,0.0,"2016/06/29","2016/07/20","","","","2016/06/13","16:23:58","新台幣                 10.0000元"
"2108","南帝化工","104","2016/08/10",0.5000000000,0.0,"2016/08/04",2.00000000,0.0,"2016/08/04","2016/09/06",0,0.000000000,0.00,"2016/07/18","15:50:28","新台幣                 10.0000元"
"2109","華豐橡膠","104","2016/09/04",0.2000000000,0.0,"2016/08/29",0.20000000,0.0,"2016/08/29","2016/10/14",0,0.000000000,0.00,"2016/08/15","09:18:23","新台幣                 10.0000元"
"2114","鑫永銓","104","2016/07/19","","","",5.00000000,0.0,"2016/07/13","2016/08/16","","","","2016/06/28","15:01:41","新台幣                 10.0000元"
"2115","六暉-KY","104","2016/07/11","","","",2.20000000,0.0,"2016/07/05","2016/07/28","","","","2016/06/20","15:03:10","新台幣                 10.0000元"
"2201","裕隆汽車","104","2016/07/26","","","",0.90000000,0.0,"2016/07/20","2016/08/24","","","","2016/07/05","14:46:09","新台幣                 10.0000元"
"2204","中華汽車","104","2016/07/29","","","",1.50000000,0.0,"2016/07/21","2016/08/24","","","","2016/07/01","15:08:45","新台幣                 10.0000元"
"2206","三陽工業","104","2016/09/05","","","",1.00000000,0.0,"2016/08/30","2016/09/30","","","","2016/08/15","16:47:36","新台幣                 10.0000元"
"2207","和泰汽車","104","2016/07/24","","","",12.00000000,0.0,"2016/07/18","2016/08/10","","","","2016/07/01","11:04:05","新台幣                 10.0000元"
"2208","台船公司","104","2016/07/17","","","",0.50000000,0.0,"2016/07/11","2016/08/05","","","","2016/06/27","10:23:55","新台幣                 10.0000元"
"2227","裕隆日產","104","2016/09/02","","","",12.50000000,0.0,"2016/08/25","2016/09/30","","","","2016/07/18","11:35:37","新台幣                 10.0000元"
"2228","劍麟","104","2016/08/05","","","",4.46788267,0.0,"2016/07/28","2016/08/19","","","","2016/07/13","16:36:47","新台幣                 10.0000元"
"2231","為升","104","2016/08/09","","","",8.97647630,0.0,"2016/08/03","2016/08/17","","","","2016/07/19","14:14:51","新台幣                 10.0000元"
"2231","為升","104","2016/10/12",0.9973862161,0.0,"2016/10/06",0.0,0.0,"","",0,0.000000000,0.00,"2016/09/21","17:05:39","新台幣                 10.0000元"
"2236","百達-KY","104","2016/11/28",0.9924105167,0.0,"2016/11/22",0.39696420,0.0,"2016/11/22","2016/12/23",0,0.000000000,0.00,"2016/11/07","15:21:04","新台幣                 10.0000元"
"2239","英利-KY","104","2016/09/04","","","",4.00000000,0.0,"2016/08/29","2016/09/14","","","","2016/08/04","17:34:34","新台幣                 10.0000元"
"2301","光寶科技","104","2016/08/30",0.0499088500,0.0,"2016/08/24",2.18600790,0.0,"2016/08/24","2016/09/27",0,0.000000000,0.00,"2016/07/28","18:11:27","新台幣                 10.0000元"
"2302","麗正","104","2016/09/08","","","",0.02405200,0.0,"2016/09/01","2016/10/05","","","","2016/08/15","09:21:00","新台幣                 10.0000元"
"2303","聯電","104","2016/07/18","","","",0.56501906,0.0,"2016/07/12","2016/08/11","","","","2016/06/27","11:21:38","新台幣                 10.0000元"
"2308","台達電","104","2016/07/13","","","",5.00000000,0.0,"2016/07/07","2016/07/29","","","","2016/06/17","14:55:06","新台幣                 10.0000元"
"2311","日月光","104","2016/08/21","","","",1.59718596,0.0,"2016/08/15","2016/09/09","","","","2016/07/29","16:12:51","新台幣                 10.0000元"
"2312","金寶電子","104","2016/08/22","","","",0.30000000,0.0,"2016/08/16","2016/09/10","","","","2016/08/01","17:56:58","新台幣                 10.0000元"
"2313","華通","104","2016/07/18","","","",1.00000000,0.0,"2016/07/12","2016/08/10","","","","2016/06/21","09:46:58","新台幣                 10.0000元"
"2314","台揚科技","105","2016/11/05",0.0,0.0,"2016/10/28","","","","",13000000,4.867149000,21.00,"2016/10/21","17:09:02","新台幣                 10.0000元"
"2316","楠梓電","104","2016/07/11","","","",4.50000000,0.0,"2016/07/05","2016/07/28","","","","2016/06/21","09:55:00","新台幣                 10.0000元"
"2317","鴻海","104","2016/09/10",1.0000000000,0.0,"2016/09/02",4.00000000,0.0,"2016/09/02","2016/10/07",0,0.000000000,0.00,"2016/08/18","17:57:04","新台幣                 10.0000元"
"2324","仁寶電腦","104","2016/08/01","","","",1.00044974,0.20008994,"2016/07/26","2016/08/23","","","","2016/07/11","14:13:24","新台幣                 10.0000元"
"2325","矽品","104","2016/07/01","","","",2.80000000,1.00000000,"2016/06/23","2016/07/21","","","","2016/06/04","09:50:02","新台幣                 10.0000元"
"2327","國巨","104","2016/06/27","","","",1.55000000,0.45000000,"2016/06/21","2016/07/07","","","","2016/06/03","18:24:47","新台幣                 10.0000元"
"2328","廣宇","104","2016/09/03","","","",0.35000000,0.0,"2016/08/26","2016/09/22","","","","2016/08/10","15:02:32","新台幣                 10.0000元"
"2330","台積電","104","2016/07/03","","","",6.00000000,0.0,"2016/06/27","2016/07/21","","","","2016/06/08","15:26:18","新台幣                 10.0000元"
"2331","精英","104","2016/07/20","","","",1.95000000,0.05000000,"2016/07/14","2016/08/17","","","","2016/06/28","09:17:39","新台幣                 10.0000元"
"2332","友訊科技","104","2016/07/19","","","",0.0,0.30000000,"2016/07/13","2016/08/10","","","","2016/06/28","15:17:38","新台幣                 10.0000元"
"2338","光罩","104","2016/07/17","","","",0.0,0.30000000,"2016/07/11","2016/08/04","","","","2016/06/27","17:35:54","新台幣                 10.0000元"
"2340","光磊","104","2016/07/20","","","",1.00000000,0.0,"2016/07/14","2016/08/10","","","","2016/06/24","16:09:35","新台幣                 10.0000元"
"2344","華邦電","104","2016/08/24","","","",0.10000000,0.0,"2016/08/18","2016/09/14","","","","2016/07/29","10:24:18","新台幣                 10.0000元"
"2345","智邦科技","104","2016/07/18","","","",1.96300000,0.0,"2016/07/12","2016/07/29","","","","2016/06/27","15:45:06","新台幣                 10.0000元"
"2347","聯強國際","104","2016/09/05",0.5000000000,0.0,"2016/08/30",1.50000000,0.0,"2016/08/30","2016/09/30",0,0.000000000,0.00,"2016/08/15","15:08:51","新台幣                 10.0000元"
"2351","順德","104","2016/08/08","","","",2.00000000,0.0,"2016/08/02","2016/08/30","","","","2016/06/27","19:55:08","新台幣                 10.0000元"
"2352","佳世達","104","2016/07/26","","","",0.55000000,0.0,"2016/07/20","2016/08/12","","","","2016/07/05","14:46:44","新台幣                 10.0000元"
"2353","宏碁","104","2016/07/22","","","",0.0,0.50000000,"2016/07/14","2016/08/18","","","","2016/06/30","14:48:10","新台幣                 10.0000元"
"2354","鴻準","104","2016/09/10",0.1000000000,0.0,"2016/09/02",3.00000000,0.0,"2016/09/02","2016/10/07",0,0.000000000,0.00,"2016/08/19","10:00:30","新台幣                 10.0000元"
"2355","敬鵬","104","2016/08/08","","","",2.60000000,0.0,"2016/08/02","2016/09/09","","","","2016/07/18","14:38:57","新台幣                 10.0000元"
"2356","英業達","104","2016/07/22","","","",1.40000000,0.0,"2016/07/14","2016/08/12","","","","2016/06/29","10:13:48","新台幣                 10.0000元"
"2357","華碩","104","2016/08/13","","","",15.00000000,0.0,"2016/08/05","2016/08/31","","","","2016/07/20","18:08:08","新台幣                 10.0000元"
"2359","所羅門","104","2016/07/01","","","",1.00000000,0.0,"2016/06/23","2016/07/08","","","","2016/06/07","18:40:41","新台幣                 10.0000元"
"2360","致茂電子","104","2016/08/15","","","",2.37259748,0.0,"2016/08/09","2016/08/31","","","","2016/07/25","14:24:44","新台幣                 10.0000元"
"2362","藍天","104","2016/07/06","","","",1.12200778,0.0,"2016/06/30","2016/07/26","","","","2016/06/14","17:12:49","新台幣                 10.0000元"
"2365","昆盈企業","104","2016/07/27","","","",0.16971758,0.0,"2016/07/21","2016/08/10","","","","2016/07/06","17:06:23","新台幣                 10.0000元"
"2367","燿華","104","2016/07/15","","","",0.70000000,0.0,"2016/07/07","2016/08/04","","","","2016/06/22","09:00:45","新台幣                 10.0000元"
"2369","菱生","104","2016/07/17","","","",0.0,0.26308700,"2016/07/11","2016/08/05","","","","2016/06/23","15:32:40","新台幣                 10.0000元"
"2373","震旦行","104","2016/07/04","","","",3.01000000,0.19000000,"2016/06/28","2016/07/15","","","","2016/06/13","10:46:54","新台幣                 10.0000元"
"2374","佳能","104","2016/10/02","","","",1.50036816,0.0,"2016/09/26","2016/10/21","","","","2016/09/08","16:52:21","新台幣                 10.0000元"
"2375","智寶","105","2016/08/30",0.0,0.0,"2016/08/24","","","","",30000000,37.273697096,14.69,"2016/08/17","17:59:37","新台幣                 10.0000元"
"2376","技嘉","104","2016/07/17","","","",2.50000000,0.0,"2016/07/11","2016/08/05","","","","2016/06/24","16:47:40","新台幣                 10.0000元"
"2377","微星科技","104","2016/08/22","","","",2.50000000,1.00000000,"2016/08/16","2016/09/14","","","","2016/08/01","09:55:00","新台幣                 10.0000元"
"2379","瑞昱","104","2016/09/07","","","",3.00000000,1.00000000,"2016/09/01","2016/10/05","","","","2016/08/01","09:07:54","新台幣                 10.0000元"
"2382","廣達","104","2016/08/07","","","",3.80000000,0.0,"2016/08/01","2016/08/26","","","","2016/07/12","17:25:55","新台幣                 10.0000元"
"2383","台光電子","104","2016/08/31","","","",4.29092241,0.0,"2016/08/25","2016/09/23","","","","2016/08/10","15:48:13","新台幣                 10.0000元"
"2385","群光電子","104","2016/07/03","","","",4.30000000,0.0,"2016/06/27","2016/07/20","","","","2016/06/08","18:05:37","新台幣                 10.0000元"
"2385","群光電子","104","2016/07/27",0.0500000000,0.0,"2016/07/21","","","","",0,0.000000000,0.00,"2016/06/28","12:14:28","新台幣                 10.0000元"
"2387","精元電腦","104","2016/10/11","","","",0.47619047,0.0,"2016/10/05","2016/11/10","","","","2016/09/12","09:48:30","新台幣                 10.0000元"
"2390","云辰","104","2016/09/05","","","",0.20000000,0.0,"2016/08/30","2016/09/26","","","","2016/08/11","18:10:23","新台幣                 10.0000元"
"2392","正崴","104","2016/08/16","","","",2.00000000,0.0,"2016/08/10","2016/08/31","","","","2016/07/25","10:12:36","新台幣                 10.0000元"
"2393","億光電子","104","2016/08/03","","","",2.99592477,0.0,"2016/07/28","2016/08/25","","","","2016/07/13","15:20:26","新台幣                 10.0000元"
"2395","研華","104","2016/07/08","","","",6.00000000,0.0,"2016/06/30","2016/08/05","","","","2016/06/03","19:12:19","新台幣                 10.0000元"
"2397","友通資訊","104","2016/07/06","","","",2.85000000,0.0,"2016/06/30","2016/07/22","","","","2016/06/16","10:11:06","新台幣                 10.0000元"
"2401","凌陽科技","104","2016/08/17","","","",0.89000000,0.0,"2016/08/11","2016/09/06","","","","2016/07/28","09:43:39","新台幣                 10.0000元"
"2404","漢唐","104","2016/07/06","","","",4.50000000,0.0,"2016/06/30","2016/07/27","","","","2016/06/16","09:09:11","新台幣                 10.0000元"
"2408","南亞科","104","2016/07/27","","","",2.80000000,0.0,"2016/07/21","2016/08/12","","","","2016/07/04","11:38:23","新台幣                 10.0000元"
"2409","友達","104","2016/07/15","","","",0.35000000,0.0,"2016/07/07","2016/08/31","","","","2016/06/17","17:18:25","新台幣                 10.0000元"
"2412","中華電","104","2016/07/28","","","",5.48520000,0.0,"2016/07/21","2016/08/26","","","","2016/06/27","10:29:46","新台幣                 10.0000元"
"2413","環科","104","2016/08/09","","","",0.50000000,0.0,"2016/08/03","2016/08/23","","","","2016/07/19","15:57:08","新台幣                 10.0000元"
"2414","精技電腦","104","2016/07/31","","","",1.25000000,0.0,"2016/07/25","2016/08/12","","","","2016/07/06","17:06:29","新台幣                 10.0000元"
"2415","錩新","104","2016/07/20","","","",0.80000000,0.0,"2016/07/14","2016/08/15","","","","2016/06/29","11:29:46","新台幣                 10.0000元"
"2417","圓剛","104","2016/07/18","","","",0.0,0.10000000,"2016/07/12","2016/08/12","","","","2016/06/24","17:32:10","新台幣                 10.0000元"
"2419","仲琦","104","2016/07/19","","","",0.75000000,0.0,"2016/07/13","2016/08/15","","","","2016/06/20","16:00:58","新台幣                 10.0000元"
"2420","新巨","104","2016/07/09","","","",2.50000000,0.0,"2016/07/01","2016/08/01","","","","2016/06/17","10:26:54","新台幣                 10.0000元"
"2421","建準電機","104","2016/06/28","","","",1.50000000,0.0,"2016/06/22","2016/07/15","","","","2016/06/04","15:42:23","新台幣                 10.0000元"
"2423","固緯","104","2016/09/06",0.5000000000,0.0,"2016/08/31",0.70000000,0.0,"2016/08/31","2016/09/27",0,0.000000000,0.00,"2016/08/16","18:26:11","新台幣                 10.0000元"
"2425","承啟","104","2016/09/05","","","",0.30000000,0.0,"2016/08/30","2016/09/26","","","","2016/08/11","14:44:34","新台幣                 10.0000元"
"2426","鼎元","104","2016/08/08","","","",1.02369989,0.0,"2016/08/02","2016/08/24","","","","2016/07/18","11:14:31","新台幣                 10.0000元"
"2427","三商電腦","104","2016/07/29","","","",0.10000000,0.0,"2016/07/21","2016/08/25","","","","2016/07/06","15:23:46","新台幣                 10.0000元"
"2428","興勤電子","104","2016/10/31","","","",2.50000000,0.0,"2016/10/25","2016/11/18","","","","2016/09/29","11:09:05","新台幣                 10.0000元"
"2430","燦坤實業","104","2016/05/17","","","",1.21450000,0.0,"2016/05/11","2016/05/25","","","","2016/04/26","10:26:48","新台幣                 10.0000元"
"2431","聯昌電子","104","2016/08/07","","","",0.27000000,0.0,"2016/08/01","2016/08/26","","","","2016/07/15","15:46:33","新台幣                 10.0000元"
"2433","互盛電","104","2016/07/02","","","",3.30000000,0.0,"2016/06/24","2016/07/13","","","","2016/06/08","11:37:40","新台幣                 10.0000元"
"2436","偉詮電","104","2016/07/19","","","",0.50000000,0.0,"2016/07/13","2016/08/09","","","","2016/06/24","16:20:56","新台幣                 10.0000元"
"2438","翔耀實業","104","2016/04/05",0.0,0.0,"2016/03/30","","","","",20000000,19.942581319,12.00,"2016/03/23","14:13:04","新台幣                 10.0000元"
"2439","美律","104","2016/08/13","","","",3.23972897,0.0,"2016/08/05","2016/08/24","","","","2016/07/20","16:57:11","新台幣                 10.0000元"
"2441","超豐電子","104","2016/09/01","","","",1.71000000,0.69000000,"2016/08/25","2016/09/30","","","","2016/08/10","09:17:42","新台幣                 10.0000元"
"2442","新美齊","104","2016/08/03",0.0303831100,0.0,"2016/07/28",0.04557474,0.0,"2016/07/28","2016/08/31",0,0.000000000,0.00,"2016/07/13","16:14:32","新台幣                 10.0000元"
"2444","友旺科技","104","2016/08/31","","","",0.15000000,0.0,"2016/08/25","2016/09/14","","","","2016/08/10","15:43:33","新台幣                 10.0000元"
"2449","京元電子","104","2016/08/20","","","",0.20000000,1.00000000,"2016/08/12","2016/09/08","","","","2016/07/29","09:52:44","新台幣                 10.0000元"
"2450","神腦","104","2016/08/10","","","",3.00000000,0.0,"2016/08/04","2016/08/29","","","","2016/07/07","09:04:01","新台幣                 10.0000元"
"2451","創見資訊","104","2016/07/13","","","",6.80000000,0.0,"2016/07/07","2016/08/05","","","","2016/06/21","17:13:11","新台幣                 10.0000元"
"2453","凌群","104","2016/07/20","","","",0.50000000,0.0,"2016/07/14","2016/08/17","","","","2016/06/27","11:47:50","新台幣                 10.0000元"
"2454","聯發科","104","2016/07/23","","","",11.00000000,0.0,"2016/07/15","2016/08/11","","","","2016/06/30","17:12:52","新台幣                 10.0000元"
"2455","全新","105","2016/07/13","","","",2.17648422,0.0,"2016/07/07","2016/07/29","","","","2016/06/22","14:54:11","新台幣                 10.0000元"
"2456","奇力新","104","2016/07/11","","","",3.20000000,0.0,"2016/07/05","2016/07/29","","","","2016/06/20","16:16:16","新台幣                 10.0000元"
"2457","飛宏科技","105","2017/01/21",0.0,0.0,"2017/01/13","","","","",60000000,17.285560806,"","2016/12/28","17:13:41","新台幣                 10.0000元"
"2458","義隆","104","2016/09/14","","","",1.60558630,0.42680100,"2016/09/08","2016/10/07","","","","2016/08/22","09:06:16","新台幣                 10.0000元"
"2459","敦吉","104","2016/08/15","","","",2.50000000,0.0,"2016/08/09","2016/08/26","","","","2016/07/25","15:28:45","新台幣                 10.0000元"
"2461","光群雷射","104","2016/07/02","","","",0.50000000,0.0,"2016/06/24","2016/07/12","","","","2016/06/08","12:06:15","新台幣                 10.0000元"
"2462","良得電","104","2016/08/03",0.0,0.8000000000,"2016/07/28",0.20000000,0.0,"2016/07/28","2016/08/26",0,0.000000000,0.00,"2016/07/13","17:57:05","新台幣                 10.0000元"
"2464","盟立","104","2016/07/19","","","",2.30000000,0.0,"2016/07/13","2016/08/10","","","","2016/06/28","10:56:15","新台幣                 10.0000元"
"2465","麗臺科技","105","2016/11/16",0.0,0.0,"2016/11/10","","","","",25000000,17.494816542,8.00,"2016/11/03","16:51:45","新台幣                 10.0000元"
"2468","華經","104","2016/08/28","","","",0.50000000,0.0,"2016/08/22","2016/09/10","","","","2016/08/08","09:14:42","新台幣                 10.0000元"
"2472","立隆電子","104","2016/08/10","","","",2.50000000,0.0,"2016/08/04","2016/08/29","","","","2016/07/20","17:44:19","新台幣                 10.0000元"
"2474","可成科技","104","2016/09/14","","","",10.00000000,0.0,"2016/09/08","2016/10/13","","","","2016/08/08","09:09:48","新台幣                 10.0000元"
"2476","鉅祥","104","2016/08/12","","","",1.23000000,0.30000000,"2016/08/04","2016/09/09","","","","2016/07/19","10:35:21","新台幣                 10.0000元"
"2477","美隆電","104","2016/08/30","","","",1.10000000,0.0,"2016/08/24","2016/09/10","","","","2016/08/10","16:46:34","新台幣                 10.0000元"
"2478","大毅","104","2016/07/16","","","",0.20112416,0.0,"2016/07/08","2016/08/02","","","","2016/06/23","16:37:05","新台幣                 10.0000元"
"2480","敦陽科技","104","2016/07/06","","","",1.80000000,0.20000000,"2016/06/30","2016/07/29","","","","2016/06/15","17:43:52","新台幣                 10.0000元"
"2481","強茂","104","2016/07/23","","","",0.89602359,0.0,"2016/07/15","2016/08/05","","","","2016/06/30","17:27:55","新台幣                 10.0000元"
"2482","連宇","104","2016/09/05","","","",0.15000000,0.0,"2016/08/30","2016/09/23","","","","2016/08/11","15:35:08","新台幣                 10.0000元"
"2483","百容","104","2016/07/19","","","",0.70000000,0.60000000,"2016/07/13","2016/08/15","","","","2016/06/28","17:27:43","新台幣                 10.0000元"
"2484","希華","104","2016/09/06","","","",1.20000000,0.0,"2016/08/31","2016/09/30","","","","2016/08/09","11:21:44","新台幣                 10.0000元"
"2485","兆赫電子","104","2016/08/07","","","",2.00000000,0.0,"2016/08/01","2016/08/26","","","","2016/07/12","17:50:13","新台幣                 10.0000元"
"2488","漢平","104","2016/08/17","","","",2.20000000,0.0,"2016/08/11","2016/09/09","","","","2016/07/06","17:45:42","新台幣                 10.0000元"
"2489","瑞軒","104","2016/07/19","","","",1.50000000,0.30000000,"2016/07/13","2016/08/10","","","","2016/06/27","15:22:18","新台幣                 10.0000元"
"2492","華新科","104","2016/07/24","","","",0.75214800,0.0,"2016/07/18","2016/08/19","","","","2016/07/01","18:18:25","新台幣                 10.0000元"
"2493","揚博科技","104","2016/07/19","","","",2.30000000,0.0,"2016/07/13","2016/08/10","","","","2016/06/27","15:21:50","新台幣                 10.0000元"
"2495","普安","104","2016/08/03","","","",0.90000000,0.0,"2016/07/28","2016/08/25","","","","2016/07/13","17:38:47","新台幣                 10.0000元"
"2497","怡利電子","104","2016/08/05","","","",1.50000000,0.0,"2016/07/28","2016/08/25","","","","2016/06/22","09:05:06","新台幣                 10.0000元"
"2499","東貝光電","104","2016/11/12","","","",0.30000000,0.0,"2016/11/04","2016/12/20","","","","2016/10/20","17:24:31","新台幣                 10.0000元"
"2499","東貝光電","104","2016/11/25",0.0,0.0,"2016/11/17","","","","",58000000,14.706255089,13.35,"2016/11/10","09:40:01","新台幣                 10.0000元"
"2504","國產","104","2016/08/05","","","",0.10070000,0.0,"2016/07/28","2016/08/17","","","","2016/07/13","10:53:53","新台幣                 10.0000元"
"2505","國揚實業","104","2016/10/25","","","",0.40000000,0.0,"2016/10/19","2016/11/22","","","","2016/09/26","17:13:38","新台幣                 10.0000元"
"2506","太設","104","2016/10/28","","","",0.20000000,0.0,"2016/10/20","2016/11/25","","","","2016/10/03","09:57:56","新台幣                 10.0000元"
"2509","全坤建","104","2016/08/10","","","",1.60000000,0.0,"2016/08/04","2016/09/02","","","","2016/07/20","14:33:31","新台幣                 10.0000元"
"2511","太子","104","2016/07/25","","","",1.10000000,0.0,"2016/07/19","2016/08/08","","","","2016/07/04","17:20:12","新台幣                 10.0000元"
"2514","龍邦國際","104","2016/11/06","","","",0.20805086,0.0,"2016/10/31","2016/12/01","","","","2016/10/14","17:58:23","新台幣                 10.0000元"
"2515","中工","104","2016/09/13","","","",0.20100000,0.0,"2016/09/07","2016/10/07","","","","2016/08/23","14:58:25","新台幣                 10.0000元"
"2516","新建","104","2016/08/08","","","",0.30000000,0.0,"2016/08/02","2016/08/25","","","","2016/07/15","17:15:49","新台幣                 10.0000元"
"2520","冠德","104","2016/08/07","","","",1.00000000,0.0,"2016/08/01","2016/08/26","","","","2016/07/18","10:12:18","新台幣                 10.0000元"
"2527","宏璟","104","2016/07/27","","","",1.10000000,0.0,"2016/07/21","2016/08/19","","","","2016/07/07","11:44:30","新台幣                 10.0000元"
"2530","華建","104","2016/07/03","","","",1.60000000,0.0,"2016/06/27","2016/07/21","","","","2016/06/08","15:14:54","新台幣                 10.0000元"
"2534","宏盛","104","2016/08/29","","","",0.50000000,0.0,"2016/08/23","2016/09/23","","","","2016/07/07","15:26:03","新台幣                 10.0000元"
"2536","宏普建設","104","2016/08/24","","","",2.60000000,0.0,"2016/08/18","2016/09/09","","","","2016/08/03","13:07:33","新台幣                 10.0000元"
"2537","聯上開發","104","2016/09/13",0.8000000000,0.0,"2016/09/07",0.80000000,0.0,"2016/09/07","2016/10/19",0,0.000000000,0.00,"2016/08/12","16:40:02","新台幣                 10.0000元"
"2538","基泰建設","104","2016/07/12","","","",1.00000000,0.30000000,"2016/07/06","2016/07/29","","","","2016/06/17","17:33:37","新台幣                 10.0000元"
"2539","櫻花建設","104","2016/08/12",2.0000000000,0.0,"2016/08/04",1.10000000,0.0,"2016/08/04","2016/09/09",0,0.000000000,0.00,"2016/07/20","16:19:12","新台幣                 10.0000元"
"2542","興富發","104","2016/07/19","","","",6.00000000,0.0,"2016/07/13","2016/08/05","","","","2016/06/29","14:35:56","新台幣                 10.0000元"
"2543","皇昌營造","104","2016/10/31","","","",0.30568459,0.0,"2016/10/25","2016/11/25","","","","2016/10/06","16:46:05","新台幣                 10.0000元"
"2545","皇翔","104","2016/07/26","","","",0.20000000,1.00000000,"2016/07/20","2016/08/11","","","","2016/07/05","14:08:54","新台幣                 10.0000元"
"2546","根基","104","2016/08/07","","","",1.00000000,0.0,"2016/08/01","2016/08/26","","","","2016/07/18","10:12:31","新台幣                 10.0000元"
"2548","華固建設","104","2016/07/05","","","",5.00000000,0.50000000,"2016/06/29","2016/08/04","","","","2016/06/14","17:05:46","新台幣                 10.0000元"
"2597","潤弘精密","104","2016/07/14","","","",4.60000000,0.0,"2016/07/07","2016/07/25","","","","2016/06/22","10:08:22","新台幣                 10.0000元"
"2605","新興","104","2016/08/17","","","",1.00000000,0.0,"2016/08/11","2016/09/07","","","","2016/07/27","17:19:35","新台幣                 10.0000元"
"2606","裕民","104","2016/07/13","","","",1.00000000,0.0,"2016/07/07","2016/07/29","","","","2016/06/22","17:20:56","新台幣                 10.0000元"
"2607","榮運","104","2016/08/17","","","",0.35000000,0.0,"2016/08/11","2016/09/08","","","","2016/07/13","14:28:34","新台幣                 10.0000元"
"2608","嘉里大榮","104","2016/07/19","","","",1.72000000,0.0,"2016/07/13","2016/08/17","","","","2016/06/28","15:38:08","新台幣                 10.0000元"
"2610","華航","104","2016/07/31","","","",0.45852238,0.0,"2016/07/25","2016/08/24","","","","2016/07/11","10:47:44","新台幣                 10.0000元"
"2611","志信","105","2016/09/17",0.1500000000,0.0,"2016/09/10",0.15000000,0.0,"2016/09/10","2016/10/14",0,0.000000000,0.00,"2016/08/29","09:22:48","新台幣                 10.0000元"
"2612","中航","104","2016/10/03","","","",0.20000000,0.0,"2016/09/27","2016/10/07","","","","2016/09/05","10:32:53","新台幣                 10.0000元"
"2613","中櫃","104","2016/09/14",0.1200000000,0.0,"2016/09/08",0.04000000,0.0,"2016/09/08","2016/10/19",0,0.000000000,0.00,"2016/08/24","15:56:26","新台幣                 10.0000元"
"2613","中櫃","105","2016/12/11",0.0,0.0,"2016/12/05","","","","",20000000,14.850986684,11.50,"2016/11/28","16:47:33","新台幣                 10.0000元"
"2615","萬海","104","2016/07/24","","","",1.20000000,0.0,"2016/07/18","2016/08/10","","","","2016/07/01","16:56:07","新台幣                 10.0000元"
"2616","山隆通運","104","2016/07/29","","","",1.48950162,0.0,"2016/07/21","2016/08/25","","","","2016/07/04","16:36:57","新台幣                 10.0000元"
"2617","台航","104","2016/08/24","","","",0.22000000,0.0,"2016/08/18","2016/09/14","","","","2016/07/04","11:07:21","新台幣                 10.0000元"
